news_title,news_category,created_at,scrapped_at,url,image
"Timnas Indonesia Solid Bertahan, Ujian Australia yang ""Mabuk Berat""",BOLA,07-09-2024,2024-09-08 07:04:25,https://bola.kompas.com/read/2024/09/07/18301348/timnas-indonesia-solid-bertahan-ujian-australia-yang-mabuk-berat,https://asset.kompas.com/crops/ZJbbMiQhQEbs6HH5LjGwtoif6z4=/0x0:1618x1078/230x152/data/photo/2024/09/06/66da10ab35c09.jpg
"IHSG Diprediksi Tembus 8.000, OJK: Kami Tidak Berani Nujum Target",MONEY,07-09-2024,2024-09-08 07:04:25,https://money.kompas.com/read/2024/09/07/183000026/ihsg-diprediksi-tembus-8.000-ojk--kami-tidak-berani-nujum-target,https://asset.kompas.com/crops/Tij4Nfjk1Q8ZtIbYesLwGyWidjk=/0x0:0x0/230x152/data/photo/2024/07/22/669e17f9e20bc.jpeg
"Sejarah ""High Heels"", Dulu Dipakai Laki-laki, Kini Jadi Simbol Kecantikan Wanita",TREN,07-09-2024,2024-09-08 07:04:26,https://www.kompas.com/tren/read/2024/09/07/183000665/sejarah-high-heels-dulu-dipakai-laki-laki-kini-jadi-simbol-kecantikan,https://asset.kompas.com/crops/Oc95s8cZ3Jg_kYEZTOOHLH9N2yY=/0x1034:1390x1960/230x152/data/photo/2024/09/07/66dc083d41289.jpg
KPU Sebut Aturan Dana Kampanye Pilkada Ditentukan KPU Daerah,NEWS,07-09-2024,2024-09-08 07:04:26,https://nasional.kompas.com/read/2024/09/07/18283191/kpu-sebut-aturan-dana-kampanye-pilkada-ditentukan-kpu-daerah,https://asset.kompas.com/crops/ElS1xIWYflwbk1rXC6nGo4K8etk=/0x0:0x0/230x152/data/photo/2024/09/07/66dc13c368d65.jpeg
5 Cara Membuat Ruang Keluarga Kecil Terasa Mahal,HOMEY,07-09-2024,2024-09-08 07:04:27,https://www.kompas.com/homey/read/2024/09/07/182800576/5-cara-membuat-ruang-keluarga-kecil-terasa-mahal,https://asset.kompas.com/crops/Pfabwvx--O4E8U5ekbs3tzuUVOg=/1x0:1000x667/230x152/data/photo/2024/02/12/65c9ccc250319.jpg
Sedang Bepergian ke Luar Kota? Sabrina BRI Bisa Bantu Carikan Merchant Pilihan,ADVERTORIAL,07-09-2024,2024-09-08 07:04:27,https://biz.kompas.com/read/2024/09/07/182455128/sedang-bepergian-ke-luar-kota-sabrina-bri-bisa-bantu-carikan-merchant-pilihan,https://asset.kompas.com/crops/NiFidhcN8zKsgQke_IkSVyypQlI=/0x0:780x520/230x152/data/photo/2024/09/07/66dc37cbb658f.jpg
"Jelang Kedatangan Paus Fransiskus, Pemerintah Timor Leste Gusur Rumah-rumah",GLOBAL,07-09-2024,2024-09-08 07:04:28,https://www.kompas.com/global/read/2024/09/07/182200870/jelang-kedatangan-paus-fransiskus-pemerintah-timor-leste-gusur-rumah,https://asset.kompas.com/crops/pWqBWtJp0kRkrEJ7dXjcUGc3tnc=/30x0:704x449/230x152/data/photo/2024/09/07/66dc2ff126a42.png
"Begini Cara Belok Kanan Agar Tidak Kagok, Pemotor Pemula Wajib Paham",OTOMOTIF,07-09-2024,2024-09-08 07:04:28,https://otomotif.kompas.com/read/2024/09/07/182200915/begini-cara-belok-kanan-agar-tidak-kagok-pemotor-pemula-wajib-paham,https://asset.kompas.com/crops/HyPBhWO-PLX4PgQW_Q8nHAVoO-o=/0x0:0x0/230x152/data/photo/2024/03/02/65e312e1b169d.jpg
"Jokowi Buka Opsi Reshuffle Usai Dua Menteri Mundur, Pengamat: Siapa Pun Penggantinya, Tak Akan Signifikan",NEWS,07-09-2024,2024-09-08 07:04:29,https://nasional.kompas.com/read/2024/09/07/18093591/jokowi-buka-opsi-reshuffle-usai-dua-menteri-mundur-pengamat-siapa-pun,https://asset.kompas.com/crops/jFSiH7qNUGbwx18p7xSbWuXGwUk=/0x37:1600x1104/230x152/data/photo/2024/08/16/66bf3c95238da.jpg
"Queen of Tears Masih Dicintai 5 Bulan Usai Tamat, Kim Soo Hyun Kembali Berterima Kasih",HYPE,07-09-2024,2024-09-08 07:04:29,https://www.kompas.com/hype/read/2024/09/07/180516366/queen-of-tears-masih-dicintai-5-bulan-usai-tamat-kim-soo-hyun-kembali,https://asset.kompas.com/crops/slhZS1kC4QKkrWD_vkZ4OgB7khc=/0x0:0x0/230x152/data/photo/2024/09/07/66dc252162261.jpg
"Dibantu Toyota, BMW Siap Meluncurkan Mobil Hidrogen di 2028",OTOMOTIF,07-09-2024,2024-09-08 07:04:30,https://otomotif.kompas.com/read/2024/09/07/180200015/dibantu-toyota-bmw-siap-meluncurkan-mobil-hidrogen-di-2028,https://asset.kompas.com/crops/pBsRi5b2WbGDl1O-Q8q2BofCpJ8=/4x0:700x464/230x152/data/photo/2024/09/07/66dc15b1e94e6.jpg
"Tak Pernah Mengajukan Pinjaman tapi Ditagih Pinjol, Apa yang Perlu Dilakukan?",TREN,07-09-2024,2024-09-08 07:04:31,https://www.kompas.com/tren/read/2024/09/07/180100465/tak-pernah-mengajukan-pinjaman-tapi-ditagih-pinjol-apa-yang-perlu-dilakukan,https://asset.kompas.com/crops/NlAIaO3QP-jPJcAo5Bbq5Ba2Kw4=/119x75:906x599/230x152/data/photo/2023/09/20/650b15bd7ee3d.jpg
"Jokowi Teken Aturan Cadangan Energi Nasional, Harus Dipenuhi hingga 2035",MONEY,07-09-2024,2024-09-08 07:04:31,https://money.kompas.com/read/2024/09/07/180000526/jokowi-teken-aturan-cadangan-energi-nasional-harus-dipenuhi-hingga-2035,https://asset.kompas.com/crops/l_pV-N0XV6sm2oPse890OT8mUhw=/0x0:0x0/230x152/data/photo/2024/09/06/66daf9ebab9a8.jpg
Apa yang Terjadi jika Makan Daging Merah Setiap Hari? Ini Ulasannya...,HEALTH,07-09-2024,2024-09-08 07:04:32,https://health.kompas.com/read/24I07180000068/apa-yang-terjadi-jika-makan-daging-merah-setiap-hari-ini-ulasannya-,https://asset.kompas.com/crops/vJsQiFyqMFqdgtDTji2AryLKMis=/0x0:6720x4480/230x152/data/photo/2024/05/01/6631c4e70d567.jpg
Pelatih Persib Puji Mentalitas Pemain PSM Walau Jauh dari Kandang,BOLA,07-09-2024,2024-09-08 07:04:32,https://bola.kompas.com/read/2024/09/07/18000058/pelatih-persib-puji-mentalitas-pemain-psm-walau-jauh-dari-kandang,https://asset.kompas.com/crops/UtVGqHijpPFIvsst9uBtdiGFXCQ=/0x0:3758x2505/230x152/data/photo/2024/07/27/66a4c48d3f207.jpeg
Tujuan Dilakukan Perubahan pada Sila Pertama dalam Piagam Jakarta,STORI,07-09-2024,2024-09-08 07:04:33,https://www.kompas.com/stori/read/2024/09/07/180000079/tujuan-dilakukan-perubahan-pada-sila-pertama-dalam-piagam-jakarta,https://asset.kompas.com/crops/63J1--M5KOXm6NygxLtcUqQdv-Q=/44x0:893x566/230x152/data/photo/2022/06/22/62b2854f35ea2.png
Hal-hal yang Perlu Dipertimbangkan Saat Memilih Karpet untuk Kamar Tidur,PROPERTI,07-09-2024,2024-09-08 07:04:33,https://properti.kompas.com/read/2024/09/07/180000321/hal-hal-yang-perlu-dipertimbangkan-saat-memilih-karpet-untuk-kamar-tidur,https://asset.kompas.com/crops/nj7sEE6Rb0p9TLiDMHajwjuaDAs=/0x0:1000x667/230x152/data/photo/2023/09/22/650ce9a543328.jpg
"Berawal dari Sepeda, Bocah 9 Tahun di Sidoarjo Dipukul Ayah dan Paman Teman",REGIONAL,07-09-2024,2024-09-08 07:04:34,https://surabaya.kompas.com/read/2024/09/07/175620878/berawal-dari-sepeda-bocah-9-tahun-di-sidoarjo-dipukul-ayah-dan-paman-teman,https://asset.kompas.com/crops/Ma5LZtaEI6Yw8i6Tjkyy7NNcS4c=/183x0:1098x610/230x152/data/photo/2023/07/12/64ae78a4d5999.jpeg
"Tanda-tanda Anak Jadi Pelaku Bullying, Orangtua Harus Tahu",LIFESTYLE,07-09-2024,2024-09-08 07:04:34,https://lifestyle.kompas.com/read/2024/09/07/174500520/tanda-tanda-anak-jadi-pelaku-bullying-orangtua-harus-tahu,https://asset.kompas.com/crops/eonirhMnRFdo7lzwAKRBE-9qFb4=/0x0:740x493/230x152/data/photo/2024/09/07/66dbfe0e936f1.jpg
Tips Mengelola Aplikasi agar Headunit Mobil Tidak Lemot,OTOMOTIF,07-09-2024,2024-09-08 07:04:35,https://otomotif.kompas.com/read/2024/09/07/174200115/tips-mengelola-aplikasi-agar-headunit-mobil-tidak-lemot,https://asset.kompas.com/crops/T7uKjRnVMBzCpZh3lWNQ_UwKSwQ=/0x0:4032x2688/230x152/data/photo/2024/07/17/669747be5c2dd.jpg
[KLARIFIKASI] Tidak Benar Panji Petualang Kritis karena Digigit Kobra,CEK FAKTA,07-09-2024,2024-09-08 07:04:35,https://www.kompas.com/cekfakta/read/2024/09/07/173800382/-klarifikasi-tidak-benar-panji-petualang-kritis-karena-digigit-kobra,https://asset.kompas.com/crops/UeapdW74_BV3qufaNC5prbedD6k=/0x0:0x0/230x152/data/photo/2023/11/18/655867300ec7a.jpeg
"Dorong UMKM di Dalam Negeri dan Go Global, BRI Dukung Gelaran Jelajah Kuliner Indonesia",ADVERTORIAL,07-09-2024,2024-09-08 07:04:36,https://biz.kompas.com/read/2024/09/07/173736328/dorong-umkm-di-dalam-negeri-dan-go-global-bri-dukung-gelaran-jelajah-kuliner,https://asset.kompas.com/crops/mDhlQibTjfiAwiIwg99K64GLieQ=/0x0:780x520/230x152/data/photo/2024/09/07/66dc2c9640797.jpeg
"Bocah 6 Tahun Bawa Senjata Api ke Sekolah, Ternyata Milik Ibunya",GLOBAL,07-09-2024,2024-09-08 07:04:36,https://www.kompas.com/global/read/2024/09/07/173700270/bocah-6-tahun-bawa-senjata-api-ke-sekolah-ternyata-milik-ibunya,https://asset.kompas.com/crops/lpu9MZWp-4qu9qPAdVaESk9dOyc=/74x0:659x390/230x152/data/photo/2014/03/10/0605288revolver780x390.JPG
Ketika Rano Karno Sentil soal Tamu yang Datang Tanpa Permisi,NEWS,07-09-2024,2024-09-08 07:04:37,https://megapolitan.kompas.com/read/2024/09/07/17360471/ketika-rano-karno-sentil-soal-tamu-yang-datang-tanpa-permisi,https://asset.kompas.com/crops/9dIuUvcpp6VmLVzbGrqeZ48MN48=/0x0:0x0/230x152/data/photo/2024/09/07/66dc204a87c69.jpg
Apa Arti Sinyal E di HP dan Kenapa Lemot? Ini Dia Penjelasan dan Cara Mengatasinya,TEKNO,07-09-2024,2024-09-08 07:04:37,https://tekno.kompas.com/read/2024/09/07/17350077/apa-arti-sinyal-e-di-hp-dan-kenapa-lemot-ini-dia-penjelasan-dan-cara,https://asset.kompas.com/crops/N_Q9YKJcaAZHICz6f9Hc1OcHD6I=/0x0:960x640/230x152/data/photo/2023/10/27/653bce28d214d.jpg
"Pernah Batalkan Pertunangan, Luna Maya: Daripada Nantinya Terjebak",HYPE,07-09-2024,2024-09-08 07:04:38,https://www.kompas.com/hype/read/2024/09/07/173000166/pernah-batalkan-pertunangan-luna-maya--daripada-nantinya-terjebak,https://asset.kompas.com/crops/_m3KRGbtpugClu-39hLAeGr2KD4=/74x50:876x584/230x152/data/photo/2023/09/03/64f49ba6bf377.png
"Cukup Olahraga 5 Menit Risiko Kanker Menurun Signifikan, Kok Bisa?",TREN,07-09-2024,2024-09-08 07:04:38,https://www.kompas.com/tren/read/2024/09/07/173000365/cukup-olahraga-5-menit-risiko-kanker-menurun-signifikan-kok-bisa-,https://asset.kompas.com/crops/-ZIuS2eJD-zU0-0qIJQB4_dbjBA=/59x0:903x563/230x152/data/photo/2024/03/11/65eee356de998.jpg
Asisten Prabowo Jadi Ketua Tim Pemenangan Luthfi-Yasin pada Pilkada Jateng,REGIONAL,07-09-2024,2024-09-08 07:04:39,https://regional.kompas.com/read/2024/09/07/172647378/asisten-prabowo-jadi-ketua-tim-pemenangan-luthfi-yasin-pada-pilkada-jateng,https://asset.kompas.com/crops/IZbdlPSQdQ9ef_SFs_KdyBHPIyU=/0x0:0x0/230x152/data/photo/2024/09/07/66dc0e9657d82.jpg
"Malaysia Akhirnya Temukan Penyebab Trotoar di Kuala Lumpur Ambles dan ""Telan"" Turis India",GLOBAL,07-09-2024,2024-09-08 07:04:39,https://www.kompas.com/global/read/2024/09/07/172543470/malaysia-akhirnya-temukan-penyebab-trotoar-di-kuala-lumpur-ambles-dan,https://asset.kompas.com/crops/hgTRcExjUSoBaVQcm898WH6TleU=/140x96:867x580/230x152/data/photo/2024/09/07/66dc2988b45ae.jpg
"Timnas Indonesia Berada dalam Laju Positif, Beda Pandangan Pemain Naturalisasi Dulu dan Sekarang",BOLA,07-09-2024,2024-09-08 07:04:40,https://bola.kompas.com/read/2024/09/07/17225088/timnas-indonesia-berada-dalam-laju-positif-beda-pandangan-pemain-naturalisasi,https://asset.kompas.com/crops/W1gqkn5B5f8rguq7eI7ygiwkyTQ=/0x0:3978x2652/230x152/data/photo/2024/09/04/66d7a37300295.jpeg
Desain Interior Natadesa Resort Residence Raih Penghargaan dari PropertyGuru,HOMEY,07-09-2024,2024-09-08 07:04:40,https://www.kompas.com/homey/read/2024/09/07/172207276/desain-interior-natadesa-resort-residence-raih-penghargaan-dari,https://asset.kompas.com/crops/t3QV2gNmL5e1AFgfmi9Nh7vEuKw=/260x90:1340x810/230x152/data/photo/2024/08/26/66cc83b856ba5.jpg
Jangan Simpan Barang-Barang Ini di Mobil Saat Cuaca Panas,OTOMOTIF,07-09-2024,2024-09-08 07:04:41,https://otomotif.kompas.com/read/2024/09/07/172200615/jangan-simpan-barang-barang-ini-di-mobil-saat-cuaca-panas,https://asset.kompas.com/crops/cREcTg4L9QBt3HuP8efPmFWGgv8=/95x0:635x360/230x152/data/photo/2022/09/11/631cdbda33ddc.jpg
Nyawa Istri Melayang karena Ogah Bayari Utang Judi Online Suami...,REGIONAL,07-09-2024,2024-09-08 07:04:41,https://bandung.kompas.com/read/2024/09/07/172006878/nyawa-istri-melayang-karena-ogah-bayari-utang-judi-online-suami,https://asset.kompas.com/crops/IG_zuW6TEXWaeqlEfjuPwWNMmlo=/0x0:900x600/230x152/data/photo/2018/03/22/803123697.jpg
"Perang di Gaza Hampir Setahun, Peluang Gencatan Senjata Menipis",GLOBAL,07-09-2024,2024-09-08 07:04:42,https://www.kompas.com/global/read/2024/09/07/171700570/perang-di-gaza-hampir-setahun-peluang-gencatan-senjata-menipis,https://asset.kompas.com/crops/hlJPypqk0-a-dxPQFZjdJub8GQk=/1x0:1024x682/230x152/data/photo/2024/07/12/6690e2de889f8.jpg
Kesan Jay Idzes Jadi Kapten Timnas Indonesia,BOLA,07-09-2024,2024-09-08 07:04:42,https://bola.kompas.com/read/2024/09/07/17153008/kesan-jay-idzes-jadi-kapten-timnas-indonesia,https://asset.kompas.com/crops/Go26EQMAdwIC5GYSJuEb9xi37jc=/0x0:900x600/230x152/data/photo/2024/09/03/66d70aafc7ac6.jpg
Pramono Janji Perbaiki Data KJP dan KIP agar Tak Salah Sasaran,NEWS,07-09-2024,2024-09-08 07:04:43,https://megapolitan.kompas.com/read/2024/09/07/17134521/pramono-janji-perbaiki-data-kjp-dan-kip-agar-tak-salah-sasaran,https://asset.kompas.com/crops/C9PEFzKMWXdeEofnddfaKmxnFZA=/0x0:0x0/230x152/data/photo/2024/09/07/66dc21e7a55af.jpg
"Sinopsis Film Fearless Hyena 2, Aksi Jackie Chan Balas Dendam Atas Kematian Sang Kakek",HYPE,07-09-2024,2024-09-08 07:04:43,https://www.kompas.com/hype/read/2024/09/07/171229366/sinopsis-film-fearless-hyena-2-aksi-jackie-chan-balas-dendam-atas-kematian,https://asset.kompas.com/crops/1O3rAbngsbU0Wsctz2h4TINLi88=/0x20:483x342/230x152/data/photo/2024/09/07/66dc264ac56e4.png
"Dua Anggota JAD Ditangkap di Bima, Polri Sebut Rekrutmen Kelompok Teror Masih Berjalan",NEWS,07-09-2024,2024-09-08 07:04:44,https://nasional.kompas.com/read/2024/09/07/17110071/dua-anggota-jad-ditangkap-di-bima-polri-sebut-rekrutmen-kelompok-teror-masih,https://asset.kompas.com/crops/vZHG_CrKXRsCpjcCPXVd3M5NSW8=/0x0:0x0/230x152/data/photo/2024/09/02/66d57d8765e9d.jpeg
"Istri di Sumedang Tewas Dibunuh Suami, Pelaku Sempat Pamit Beli Bubur lalu Kabur",REGIONAL,07-09-2024,2024-09-08 07:04:44,https://bandung.kompas.com/read/2024/09/07/170700278/istri-di-sumedang-tewas-dibunuh-suami-pelaku-sempat-pamit-beli-bubur-lalu,https://asset.kompas.com/crops/xacKwi57-0922Giy1lXF95RuxZo=/165x7:1507x902/230x152/data/photo/2022/08/11/62f455717fa9c.jpg
"3 Tips Datang ke Pameran Tur Wisata Golden Rama, Bawa Teman",TRAVEL,07-09-2024,2024-09-08 07:04:45,https://travel.kompas.com/read/2024/09/07/170500327/3-tips-datang-ke-pameran-tur-wisata-golden-rama-bawa-teman,https://asset.kompas.com/crops/QdITtlDwsuM2WhPH6y7fZxltzDs=/67x0:3442x2250/230x152/data/photo/2024/09/06/66db052459604.jpg
Tips agar Tidak Dibully dalam Lingkungan Senioritas yang Suka Membully,LIFESTYLE,07-09-2024,2024-09-08 07:04:45,https://lifestyle.kompas.com/read/2024/09/07/170300320/tips-agar-tidak-dibully-dalam-lingkungan-senioritas-yang-suka-membully,https://asset.kompas.com/crops/K6ix-pnU0Mc3kJPL0SwOGLMB0IE=/0x0:740x493/230x152/data/photo/2024/09/07/66dbdbae32aba.jpg
"Versi Terbaru Meluncur, Harga Fortuner Bekas Dijual mulai Rp 100 Jutaan",OTOMOTIF,07-09-2024,2024-09-08 07:04:46,https://otomotif.kompas.com/read/2024/09/07/170200515/versi-terbaru-meluncur-harga-fortuner-bekas-dijual-mulai-rp-100-jutaan,https://asset.kompas.com/crops/0jkPs_vrFiolxhQ748qU-NHMzIs=/409x639:3357x2605/230x152/data/photo/2024/09/07/66db4ec8030dc.jpg
Perumahan Terjangkau di Bawah Rp 200 Juta di Kabupaten Tabanan: Pilihan Ekonomis,PROPERTI,07-09-2024,2024-09-08 07:04:46,https://www.kompas.com/properti/read/2024/09/07/170000421/perumahan-terjangkau-di-bawah-rp-200-juta-di-kabupaten-tabanan--pilihan,https://asset.kompas.com/crops/sJ3m4XeitVh99lO91bxR5rACozg=/195x0:1545x900/230x152/data/photo/2024/03/20/65fa4faeb1502.jpeg
"Umur Hampir 40 Tahun, Jaejoong Ditagih Orangtua 'Kapan Menikah?'",HYPE,07-09-2024,2024-09-08 07:04:47,https://www.kompas.com/hype/read/2024/09/07/170000466/umur-hampir-40-tahun-jaejoong-ditagih-orangtua-kapan-menikah-,https://asset.kompas.com/crops/4RAXlQUVit020jLEXSIGceXIwdI=/0x62:499x394/230x152/data/photo/2024/09/07/66dbfa03e53c3.png
Keteladanan Sri Paus Fransiskus,TREN,07-09-2024,2024-09-08 07:04:47,https://www.kompas.com/tren/read/2024/09/07/170000765/keteladanan-sri-paus-fransiskus,https://asset.kompas.com/crops/5BR9yTTsZlermGYHWaOayqT2QXg=/0x0:0x0/230x152/data/photo/2024/09/06/66d9ec0f10919.jpg
RI Gandeng Investor dari Korsel untuk Kembangkan Bandara Komodo,MONEY,07-09-2024,2024-09-08 07:04:48,https://money.kompas.com/read/2024/09/07/170000226/ri-gandeng-investor-dari-korsel-untuk-kembangkan-bandara-komodo,https://asset.kompas.com/crops/0XhPR9hR0kuko_APfew8zh1SHnQ=/0x50:730x537/230x152/data/photo/2022/07/21/62d90311d547b.jpeg
Stadion GBK dalam Kondisi Cukup Baik Gelar Laga Indonesia Vs Australia,BOLA,07-09-2024,2024-09-08 07:04:48,https://bola.kompas.com/read/2024/09/07/16582518/stadion-gbk-dalam-kondisi-cukup-baik-gelar-laga-indonesia-vs-australia,https://asset.kompas.com/crops/Lsndg6wA38OYSRaagdyLG4YuZ40=/804x342:4804x3009/230x152/data/photo/2024/06/11/66677690bc25c.jpg
Tanggapan AS Usai Ukraina Minta Izin Gunakan Senjata Jarak Jauh untuk Serang Wilayah Rusia,GLOBAL,07-09-2024,2024-09-08 07:04:49,https://www.kompas.com/global/read/2024/09/07/165800870/tanggapan-as-usai-ukraina-minta-izin-gunakan-senjata-jarak-jauh-untuk,https://asset.kompas.com/crops/lRVWvJ8zWvJsYs-coel0TknYksM=/0x0:0x0/230x152/data/photo/2023/11/16/65558f474fbb1.jpeg
"Risiko Besar Rano Karno: Kalau Nyak Enggak Antar “Si Doel” Menang, Gue Balik Jadi Sopir Oplet",NEWS,07-09-2024,2024-09-08 07:04:49,https://megapolitan.kompas.com/read/2024/09/07/16531611/risiko-besar-rano-karno-kalau-nyak-enggak-antar-si-doel-menang-gue-balik,https://asset.kompas.com/crops/9dIuUvcpp6VmLVzbGrqeZ48MN48=/0x0:0x0/230x152/data/photo/2024/09/07/66dc204a87c69.jpg
"Hasil Kualifikasi MotoGP San Marino 2024, Bagnaia Pole Position",OTOMOTIF,07-09-2024,2024-09-08 07:04:50,https://otomotif.kompas.com/read/2024/09/07/165313915/hasil-kualifikasi-motogp-san-marino-2024-bagnaia-pole-position,https://asset.kompas.com/crops/6iDNsluWtFsP3mkHxvIc1WQtmCs=/0x400:1440x1360/230x152/data/photo/2024/06/30/66815309f0bfe.jpeg
Kenali 4 Penyebab Tenaga Mobil Matik Ngempos,OTOMOTIF,07-09-2024,2024-09-08 07:04:50,https://otomotif.kompas.com/read/2024/09/07/164200215/kenali-4-penyebab-tenaga-mobil-matik-ngempos,https://asset.kompas.com/crops/CEREviukC3lP1jJwhWGc1cMlPh8=/0x0:1200x800/230x152/data/photo/2024/09/07/66dbe75f480af.jpeg
